,edad,trabajo,educacion,deuda,saldo,vivienda,prestamo,duracion,fecha_contacto,campaign,tiempo_transcurrido,contactos_anteriores,target,desconocido,fijo,movil,desconocido,fijo,movil,exito,nuevo_cliente,otro,sin_exito
27556,41,6,0.0,0,3123,1,0,1203,1617400800,2,135,2,1,0,0,1,0,0,1,0,0,0,1
27557,26,0,0.0,1,-42,0,1,305,1627596000,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
27558,47,1,0.0,0,1996,0,0,761,1622844000,2,-1,0,1,1,0,0,1,0,0,0,1,0,0
27559,33,6,1.0,0,1676,1,0,102,1615503600,2,184,2,0,0,0,1,0,0,1,0,0,0,1
27560,62,1,0.0,0,180,0,0,183,1610578800,1,90,4,1,0,0,1,0,0,1,0,0,1,0
27561,33,0,0.0,0,61,1,1,116,1620424800,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
27562,25,8,0.0,0,1957,0,0,1207,1624485600,4,385,1,1,0,0,1,0,0,1,0,0,0,1
27563,28,1,0.0,0,53,1,0,93,1620856800,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
27564,58,3,2.0,0,57,0,0,117,1623880800,3,-1,0,0,1,0,0,1,0,0,0,1,0,0
27565,34,11,0.0,0,1434,0,0,50,1637449200,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
27566,54,4,1.0,0,292,0,0,120,1623448800,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
27567,58,5,1.0,0,0,0,0,207,1629324000,4,-1,0,0,0,0,1,0,0,1,0,1,0,0
27568,46,9,0.0,0,940,0,0,1227,1628114400,2,-1,0,1,0,0,1,0,0,1,0,1,0,0
27569,46,4,1.0,0,479,1,0,34,1621980000,3,-1,0,0,1,0,0,1,0,0,0,1,0,0
27570,32,9,1.0,0,2688,0,0,216,1634162400,1,57,1,1,0,0,1,0,0,1,0,0,0,1
27571,43,4,1.0,0,0,0,0,107,1637449200,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
27572,35,4,1.0,0,2885,0,0,199,1628805600,3,43,8,1,0,0,1,0,0,1,0,0,1,0
27573,29,8,1.0,0,5,0,0,889,1626300000,5,-1,0,1,0,0,1,0,0,1,0,1,0,0
27574,43,4,1.0,1,-3372,1,0,386,1622239200,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
27575,30,1,2.0,0,-242,0,1,124,1627164000,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
27576,30,1,0.0,0,791,1,1,137,1626904800,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
27577,53,7,0.0,0,765,1,0,959,1620943200,3,174,7,1,0,0,1,0,0,1,0,0,1,0
27578,32,9,1.0,0,2204,1,0,11,1637449200,4,-1,0,0,0,0,1,0,0,1,0,1,0,0
27579,34,2,0.0,0,393,1,0,172,1626559200,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
27580,46,4,1.0,0,-154,1,1,150,1611874800,2,247,2,0,0,0,1,0,0,1,0,0,0,1
27581,44,9,1.0,0,964,0,0,158,1627509600,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
27582,28,1,2.0,0,4,1,0,7,1621720800,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
27583,53,1,2.0,0,570,0,0,158,1629410400,4,-1,0,0,0,0,1,0,0,1,0,1,0,0
27584,41,0,0.0,0,242,0,1,116,1612825200,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
27585,55,4,1.0,0,505,1,1,135,1622239200,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
27586,41,1,2.0,0,1649,1,0,312,1621116000,3,-1,0,0,1,0,0,1,0,0,0,1,0,0
27587,47,7,1.0,0,871,0,0,602,1629583200,9,-1,0,0,0,0,1,0,0,1,0,1,0,0
27588,55,2,1.0,0,41923,0,0,69,1628200800,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
27589,44,4,1.0,0,0,1,0,260,1622152800,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
27590,44,1,0.0,0,1308,0,0,334,1611961200,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
27591,33,9,1.0,0,1020,0,0,82,1630015200,4,-1,0,0,0,0,1,0,0,1,0,1,0,0
27592,45,3,0.0,0,258,1,0,287,1626386400,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
27593,49,1,0.0,0,395,0,1,188,1627596000,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
27594,29,9,0.0,0,316,1,0,156,1614726000,1,-1,0,1,0,0,1,0,0,1,0,1,0,0
27595,48,2,1.0,0,981,1,0,995,1621029600,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
27596,55,7,0.0,0,477,0,0,170,1624053600,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
27597,48,9,0.0,0,1449,1,1,188,1611788400,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
27598,54,0,,0,3965,1,0,138,1621029600,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
27599,57,3,2.0,0,501,1,1,59,1628287200,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
27600,69,5,0.0,0,21446,0,0,358,1618437600,2,-1,0,0,0,1,0,0,1,0,0,1,0,0
27601,50,1,2.0,0,0,0,0,233,1620165600,3,-1,0,0,1,0,0,1,0,0,0,1,0,0
27602,44,1,0.0,0,2017,1,0,74,1620943200,3,-1,0,0,1,0,0,1,0,0,0,1,0,0
27603,55,5,0.0,0,185,0,0,26,1630101600,4,-1,0,0,0,0,1,0,0,1,0,1,0,0
27604,28,2,1.0,0,95,0,0,255,1612393200,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
27605,40,7,0.0,0,664,1,1,29,1621288800,5,-1,0,0,0,0,1,0,0,1,0,1,0,0
27606,32,1,0.0,0,3,1,0,108,1621720800,3,-1,0,0,1,0,0,1,0,0,0,1,0,0
27607,32,9,0.0,0,260,1,0,13,1630792800,1,656,7,0,1,0,0,1,0,0,0,0,1,0
27608,57,9,2.0,0,3376,1,0,421,1622584800,2,-1,0,1,0,1,0,0,1,0,0,1,0,0
27609,28,1,0.0,0,4229,1,1,205,1620165600,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
27610,50,3,0.0,0,7317,1,0,172,1620856800,1,370,1,0,0,0,1,0,0,1,0,0,0,1
27611,44,1,0.0,0,630,0,0,192,1619733600,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
27612,30,6,1.0,0,166,0,0,136,1621980000,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
27613,46,10,2.0,0,641,1,0,201,1624053600,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
27614,32,4,1.0,0,1636,1,0,124,1637190000,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
27615,36,1,1.0,0,1830,0,0,183,1634162400,1,91,11,0,0,0,1,0,0,1,0,0,0,1
27616,57,4,1.0,0,0,0,1,61,1637449200,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
27617,37,4,1.0,0,0,0,0,96,1628028000,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
27618,27,0,0.0,0,0,0,1,227,1626213600,4,-1,0,0,0,0,1,0,0,1,0,1,0,0
27619,52,1,2.0,0,66653,0,0,109,1628892000,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
27620,48,4,1.0,0,0,0,0,96,1623967200,3,-1,0,0,1,0,0,1,0,0,0,1,0,0
27621,40,9,0.0,0,990,1,0,252,1612566000,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
27622,38,0,0.0,0,74,1,0,279,1626991200,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
27623,36,9,0.0,0,140,1,0,100,1629324000,9,-1,0,0,0,0,1,0,0,1,0,1,0,0
27624,57,5,2.0,0,9367,0,0,981,1612998000,1,90,6,1,0,0,1,0,0,1,1,0,0,0
27625,35,4,1.0,0,0,1,0,295,1626818400,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
27626,39,4,1.0,0,9579,1,0,160,1637190000,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
27627,35,4,1.0,0,134,0,0,219,1612393200,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
27628,33,10,1.0,0,1716,1,0,396,1620338400,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
27629,35,4,1.0,0,471,0,0,276,1622844000,2,-1,0,1,0,0,1,0,0,1,0,1,0,0
27630,59,5,0.0,1,-2,0,1,102,1626559200,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
27631,60,5,2.0,0,1167,0,0,79,1634162400,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
27632,77,5,0.0,0,610,0,0,766,1628805600,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
27633,33,9,1.0,0,2340,0,0,65,1630360800,5,97,3,0,0,0,1,0,0,1,0,0,0,1
27634,48,4,1.0,0,0,1,0,300,1622930400,5,-1,0,0,1,0,0,1,0,0,0,1,0,0
27635,45,4,1.0,0,0,0,0,112,1629583200,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
27636,51,2,,0,606,1,0,560,1622152800,9,-1,0,1,1,0,0,1,0,0,0,1,0,0
27637,33,4,1.0,1,-148,1,1,340,1637276400,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
27638,46,3,2.0,0,39,0,0,74,1623189600,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
27639,43,2,0.0,0,5705,0,1,173,1626386400,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
27640,35,1,0.0,0,430,1,0,147,1621720800,50,-1,0,0,1,0,0,1,0,0,0,1,0,0
27641,33,4,1.0,0,0,0,0,699,1628632800,7,-1,0,1,0,0,1,0,0,1,0,1,0,0
27642,30,4,1.0,0,2,1,0,377,1627423200,4,-1,0,0,0,0,1,0,0,1,0,1,0,0
27643,44,0,0.0,0,733,1,0,360,1638572400,2,105,5,1,0,0,1,0,0,1,1,0,0,0
27644,32,8,,0,0,0,0,7,1631656800,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
27645,31,4,1.0,0,177,1,0,124,1621029600,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
27646,46,1,0.0,0,2173,1,0,98,1621548000,5,-1,0,0,1,0,0,1,0,0,0,1,0,0
27647,46,10,0.0,0,1040,0,0,542,1628719200,1,78,5,0,0,1,0,0,1,0,0,0,0,1
27648,34,1,0.0,0,4963,1,0,226,1626559200,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
27649,54,9,0.0,0,827,0,1,294,1624140000,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
27650,51,6,1.0,0,5244,0,0,266,1623880800,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
27651,59,5,0.0,0,0,1,0,73,1627596000,4,-1,0,0,0,0,1,0,0,1,0,1,0,0
27652,59,4,1.0,0,10114,0,0,596,1637276400,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
27653,38,1,2.0,0,-326,1,0,237,1621116000,3,-1,0,0,1,0,0,1,0,0,0,1,0,0
27654,28,9,0.0,0,1536,1,0,347,1622152800,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
27655,26,0,0.0,0,787,1,0,68,1621029600,2,371,1,0,0,0,1,0,0,1,0,0,0,1
27656,27,7,0.0,0,271,1,0,130,1622325600,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
27657,47,4,1.0,0,295,1,0,157,1628114400,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
27658,33,1,2.0,0,208,1,0,284,1626386400,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
27659,46,4,1.0,0,587,0,0,186,1612220400,1,-1,0,0,0,1,0,0,1,0,0,1,0,0
27660,58,3,1.0,0,1280,0,1,112,1623189600,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
27661,42,9,0.0,0,275,0,0,522,1627509600,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
27662,26,1,0.0,0,419,1,0,94,1622152800,3,-1,0,0,1,0,0,1,0,0,0,1,0,0
27663,40,5,2.0,0,407,1,0,502,1620338400,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
27664,48,7,0.0,0,2749,0,0,442,1637276400,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
27665,48,9,1.0,0,113,0,1,38,1626904800,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
27666,31,0,0.0,0,-449,1,0,81,1622152800,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
27667,47,9,0.0,0,-81,1,0,262,1637449200,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
27668,56,4,1.0,0,2126,1,0,131,1637103600,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
27669,34,4,1.0,0,188,0,0,399,1620165600,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
27670,35,4,1.0,0,1684,1,0,39,1630101600,8,-1,0,0,0,0,1,0,0,1,0,1,0,0
27671,56,6,,0,7,0,0,305,1620252000,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
27672,24,8,0.0,0,304,0,0,180,1620511200,3,-1,0,0,1,0,0,1,0,0,0,1,0,0
27673,58,5,1.0,0,1321,0,0,157,1627509600,6,-1,0,0,0,1,0,0,1,0,0,1,0,0
27674,33,9,0.0,0,920,1,0,58,1637449200,1,122,4,0,0,0,1,0,0,1,0,0,0,1
27675,31,9,1.0,0,336,0,0,661,1629583200,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
27676,34,0,1.0,0,457,0,0,144,1612566000,5,-1,0,0,0,0,1,0,0,1,0,1,0,0
27677,30,6,1.0,0,166,0,0,151,1627596000,4,-1,0,0,0,0,1,0,0,1,0,1,0,0
27678,44,9,0.0,0,2575,1,1,129,1627509600,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
27679,29,1,0.0,0,1956,1,0,266,1621116000,6,-1,0,0,1,0,0,1,0,0,0,1,0,0
27680,51,0,0.0,0,340,1,0,186,1620424800,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
27681,49,4,0.0,0,104,1,0,285,1620424800,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
27682,48,1,0.0,0,1730,1,0,158,1628546400,1,102,1,0,0,0,1,0,0,1,1,0,0,0
27683,41,1,0.0,0,284,1,0,8,1627682400,23,-1,0,0,0,0,1,0,0,1,0,1,0,0
27684,59,5,2.0,0,4007,0,0,157,1616713200,2,116,4,0,0,0,1,0,0,1,0,0,0,1
27685,69,5,0.0,0,3588,1,0,429,1639090800,1,-1,0,1,0,0,1,0,0,1,0,1,0,0
27686,34,4,1.0,0,318,1,0,133,1620511200,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
27687,34,4,1.0,0,2607,0,0,63,1620338400,1,336,12,0,0,0,1,0,0,1,0,0,1,0
27688,43,4,1.0,0,1825,1,0,742,1621461600,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
27689,46,10,0.0,0,836,0,0,95,1637190000,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
27690,31,0,0.0,0,352,0,0,60,1635372000,1,-1,0,0,0,1,0,0,1,0,0,1,0,0
27691,35,4,1.0,0,222,1,0,187,1637190000,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
27692,37,9,0.0,0,1016,1,1,195,1637362800,3,8,1,0,0,0,1,0,0,1,0,0,0,1
27693,46,9,0.0,0,1,0,1,200,1637362800,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
27694,85,5,2.0,0,7613,0,0,355,1613602800,3,-1,0,1,0,0,1,0,0,1,0,1,0,0
27695,33,7,0.0,0,2184,1,0,151,1618869600,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
27696,61,5,0.0,0,313,0,1,42,1625263200,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
27697,29,10,0.0,0,596,0,0,510,1611961200,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
27698,53,0,0.0,0,3703,1,0,104,1618524000,1,267,1,0,0,0,1,0,0,1,0,0,0,1
27699,54,9,1.0,0,467,1,0,674,1626559200,3,-1,0,1,0,0,1,0,0,1,0,1,0,0
27700,36,1,2.0,0,1503,0,0,138,1637276400,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
27701,49,7,0.0,0,245,1,1,318,1620252000,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
27702,52,4,1.0,0,2076,1,0,112,1622239200,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
27703,60,5,0.0,1,15,0,0,80,1620252000,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
27704,78,5,0.0,0,3417,0,0,309,1620770400,1,181,1,1,0,0,1,0,0,1,1,0,0,0
27705,47,1,0.0,0,-423,0,0,127,1623189600,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
27706,31,8,0.0,0,200,1,0,362,1620079200,5,-1,0,0,0,0,1,0,0,1,0,1,0,0
27707,30,3,0.0,0,358,1,0,45,1637449200,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
27708,31,4,0.0,0,301,1,0,82,1620252000,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
27709,51,2,1.0,0,-267,1,0,42,1625781600,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
27710,46,1,2.0,0,96,1,0,217,1637276400,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
27711,29,6,1.0,0,242,1,0,73,1626559200,4,-1,0,0,0,0,1,0,0,1,0,1,0,0
27712,39,1,0.0,0,2601,0,0,70,1623189600,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
27713,48,9,1.0,0,58,1,0,110,1623448800,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
27714,52,1,0.0,0,5275,0,1,1029,1626904800,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
27715,35,4,1.0,0,9336,1,0,311,1621288800,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
27716,67,5,2.0,0,4416,0,0,245,1632866400,3,-1,0,1,0,0,1,0,0,1,0,1,0,0
27717,35,4,1.0,0,385,1,0,168,1630188000,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
27718,52,1,2.0,0,1331,1,0,213,1627509600,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
27719,36,1,0.0,0,63,1,0,322,1621116000,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
27720,72,5,0.0,0,1978,0,0,312,1630879200,1,-1,0,1,0,0,1,0,0,1,0,1,0,0
27721,26,4,1.0,0,498,1,0,99,1620424800,3,-1,0,0,1,0,0,1,0,0,0,1,0,0
27722,34,1,0.0,0,1780,1,0,187,1622584800,9,-1,0,0,1,0,0,1,0,0,0,1,0,0
27723,32,7,0.0,0,109,1,0,364,1622584800,13,-1,0,0,1,0,0,1,0,0,0,1,0,0
27724,59,3,0.0,0,1040,0,0,123,1628114400,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
27725,44,6,1.0,0,1070,1,0,137,1628719200,2,104,3,1,0,0,1,0,0,1,1,0,0,0
27726,33,4,1.0,0,0,1,1,275,1629324000,8,-1,0,0,0,0,1,0,0,1,0,1,0,0
27727,32,4,1.0,1,62,0,1,577,1627077600,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
27728,54,1,2.0,0,258,0,0,86,1621893600,1,88,1,0,0,1,0,0,1,0,0,0,0,1
27729,35,9,0.0,0,410,1,0,67,1637362800,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
27730,31,8,,0,7826,0,0,133,1615935600,7,-1,0,0,0,1,0,0,1,0,0,1,0,0
27731,49,9,0.0,0,972,0,0,104,1637017200,3,175,2,0,0,0,1,0,0,1,0,0,0,1
27732,35,4,1.0,0,824,1,0,693,1618524000,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
27733,31,10,0.0,0,284,1,0,855,1612220400,1,-1,0,1,0,0,1,0,0,1,0,1,0,0
27734,49,7,0.0,0,2201,1,0,233,1621029600,3,-1,0,0,1,0,0,1,0,0,0,1,0,0
27735,47,9,1.0,0,-1148,1,1,62,1622066400,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
27736,40,4,1.0,0,69,1,0,503,1620252000,2,280,2,0,0,0,1,0,0,1,0,0,0,1
27737,56,1,2.0,0,3021,0,0,419,1623189600,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
27738,35,1,0.0,0,0,1,0,1174,1618524000,1,345,4,1,0,0,1,0,0,1,0,0,1,0
27739,31,9,0.0,0,304,0,0,293,1611874800,2,160,2,0,0,0,1,0,0,1,0,0,1,0
27740,46,1,2.0,0,575,0,0,129,1629842400,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
27741,35,7,,0,0,0,0,229,1623880800,7,-1,0,0,1,0,0,1,0,0,0,1,0,0
27742,58,5,2.0,0,0,0,0,506,1628028000,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
27743,33,8,0.0,0,422,0,0,406,1628200800,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
27744,49,4,0.0,0,1598,1,0,76,1620770400,2,348,1,0,0,0,1,0,0,1,0,0,0,1
27745,58,4,1.0,0,-565,1,1,191,1637103600,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
27746,32,1,0.0,0,-446,0,0,126,1620856800,2,344,1,0,0,0,1,0,0,1,0,0,0,1
27747,32,4,1.0,0,233,1,0,193,1620338400,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
27748,37,6,1.0,0,1510,1,0,88,1622671200,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
27749,50,0,0.0,0,556,1,0,305,1627164000,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
27750,31,1,,1,-13,1,0,176,1622325600,4,-1,0,0,1,0,0,1,0,0,0,1,0,0
27751,28,3,0.0,1,65,1,1,165,1620856800,1,300,1,0,0,0,1,0,0,1,0,0,0,1
27752,47,1,0.0,0,3070,0,0,144,1637362800,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
27753,62,11,0.0,0,367,0,0,221,1630965600,1,189,5,0,0,1,0,0,1,0,0,0,0,1
27754,27,4,0.0,0,442,1,0,212,1622152800,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
27755,37,4,1.0,0,1300,1,0,211,1618524000,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
27756,40,4,1.0,0,-495,0,1,303,1627509600,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
27757,35,4,1.0,0,387,1,0,254,1626386400,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
27758,29,0,0.0,0,1761,1,1,175,1620943200,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
27759,39,9,1.0,0,0,0,0,13,1630101600,17,-1,0,0,0,0,1,0,0,1,0,1,0,0
27760,59,3,2.0,0,1100,0,0,147,1629237600,10,-1,0,0,0,0,1,0,0,1,0,1,0,0
27761,57,1,2.0,0,452,1,0,139,1620856800,4,-1,0,0,1,0,0,1,0,0,0,1,0,0
27762,34,0,1.0,0,21,0,1,269,1622584800,1,92,2,0,0,0,1,0,0,1,0,0,0,1
27763,37,9,0.0,0,1255,1,0,224,1622325600,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
27764,30,6,1.0,0,3343,0,0,235,1622498400,1,-1,0,1,0,0,1,0,0,1,0,1,0,0
27765,26,8,0.0,0,3090,0,0,379,1627250400,1,339,1,0,0,0,1,0,0,1,0,0,0,1
27766,26,0,0.0,0,160,0,1,172,1620079200,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
27767,29,11,0.0,0,923,0,0,333,1621980000,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
27768,42,2,,0,206,1,0,695,1627596000,2,-1,0,1,0,0,1,0,0,1,0,1,0,0
27769,24,8,1.0,0,1592,0,0,98,1629064800,3,111,5,0,0,0,1,0,0,1,0,0,1,0
27770,26,7,0.0,0,-72,1,0,82,1625004000,9,-1,0,0,1,0,0,1,0,0,0,1,0,0
27771,43,9,1.0,0,1201,1,1,82,1637190000,1,97,3,0,0,0,1,0,0,1,0,0,0,1
27772,45,0,0.0,0,-31,1,0,295,1620943200,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
27773,34,4,1.0,0,82,0,0,94,1620943200,6,-1,0,0,1,0,0,1,0,0,0,1,0,0
27774,43,7,0.0,0,66,1,0,198,1620424800,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
27775,53,0,0.0,0,1178,1,0,295,1621029600,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
27776,33,4,1.0,0,7114,1,0,271,1612479600,2,233,3,0,0,0,1,0,0,1,0,0,1,0
27777,30,4,1.0,0,17036,1,0,597,1622757600,7,-1,0,0,1,0,0,1,0,0,0,1,0,0
27778,69,5,,0,647,0,0,199,1616799600,1,-1,0,0,0,1,0,0,1,0,0,1,0,0
27779,41,1,0.0,0,1236,1,0,911,1620684000,3,-1,0,1,0,0,1,0,0,1,0,1,0,0
27780,43,3,1.0,0,42,1,0,696,1629324000,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
27781,26,0,0.0,0,96,0,0,606,1620252000,1,345,1,0,0,0,1,0,0,1,0,0,0,1
27782,37,4,0.0,0,8311,1,0,474,1618524000,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
27783,34,1,2.0,0,0,1,1,100,1626818400,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
27784,57,0,0.0,0,3058,1,0,268,1620424800,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
27785,42,7,0.0,0,2145,0,0,124,1637362800,3,-1,0,0,0,0,1,0,0,1,0,1,0,0
27786,45,1,2.0,0,658,1,0,406,1618869600,3,270,2,0,0,1,0,0,1,0,0,0,0,1
27787,39,1,,0,170,1,0,268,1620252000,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
27788,34,1,2.0,0,425,1,0,182,1622239200,6,-1,0,0,1,0,0,1,0,0,0,1,0,0
27789,47,7,0.0,0,4,0,0,73,1628805600,2,105,6,0,0,0,1,0,0,1,1,0,0,0
27790,36,0,0.0,0,810,1,0,296,1623880800,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
27791,70,5,2.0,0,7781,0,0,222,1625263200,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
27792,37,9,0.0,0,277,1,0,251,1620511200,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
27793,37,7,0.0,0,345,1,1,114,1618524000,1,148,1,0,0,0,1,0,0,1,0,0,0,1
27794,30,6,1.0,0,901,1,1,601,1621116000,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
27795,31,0,1.0,0,7505,1,1,258,1622584800,1,-1,0,0,1,0,0,1,0,0,0,1,0,0
27796,49,9,1.0,0,2568,1,0,192,1625868000,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
27797,43,9,0.0,0,381,1,0,191,1626386400,6,-1,0,0,0,0,1,0,0,1,0,1,0,0
27798,36,9,0.0,0,0,0,0,8,1630101600,13,-1,0,0,0,0,1,0,0,1,0,1,0,0
27799,29,0,1.0,0,14,0,0,87,1632866400,1,120,1,0,0,0,1,0,0,1,0,0,0,1
27800,57,7,0.0,0,5486,1,0,86,1620684000,7,285,3,0,0,0,1,0,0,1,0,0,0,1
27801,42,2,0.0,0,335,1,0,580,1620770400,1,-1,0,1,0,0,1,0,0,1,0,1,0,0
27802,31,9,0.0,0,2440,0,0,312,1636153200,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
27803,31,1,,1,17,1,0,72,1620252000,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
27804,28,1,0.0,0,171,1,0,523,1621288800,2,-1,0,0,0,0,1,0,0,1,0,1,0,0
27805,45,1,0.0,0,4111,1,0,211,1621375200,2,-1,0,0,1,0,0,1,0,0,0,1,0,0
27806,25,7,0.0,0,402,0,1,264,1625608800,1,-1,0,0,0,0,1,0,0,1,0,1,0,0
